NA27	CUVMP
Ἰερουσαλὴμ	耶路撒冷
Σίμωνι	西门
Μωϋσέως	摩西
Μωϋσέως	的
χριστὸν	基督
Ἰερουσαλὴμ	耶路撒冷
Βηθανίαν	伯大尼
Ἰερουσαλὴμ	耶路撒冷
Ἰωάννης	约翰
Ἰωάννης	约翰
Μωϋσέως	摩西
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰωάννου	约翰
Ἱεροσολύμων	耶路撒冷
Λευίτας	利未
Λευίτας	人
χριστός	基督
Ἠλίας	以利亚
Ἠσαΐας	以赛亚
Φαρισαίων	法利赛
Φαρισαίων	人
χριστὸς	基督
Ἠλίας	以利亚
Ἰωάννης	约翰
Βηθανίᾳ	伯大尼
Ἰορδάνου	约旦
Ἰορδάνου	河
Ἰωάννης	约翰
Ἰησοῦν	耶稣
Ἰσραὴλ	以色列
Ἰσραὴλ	给
Ἰσραὴλ	人
Ἰωάννης	约翰
Ἰωάννης	约翰
Ἰησοῦ	耶稣
Ἰησοῦ	耶稣
Ἰησοῦς	耶稣
Ἀνδρέας	安得烈
Σίμωνος	西门
Πέτρου	彼得
Πέτρου	的
Ἰωάννου	约翰
Σίμωνα	西门
Μεσσίαν	弥赛亚
χριστός	基督
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Σίμων	西门
Ἰωάννου	约翰
Ἰωάννου	的
Κηφᾶς	矶法
Πέτρος	彼得
Γαλιλαίαν	加利利
Φίλιππον	腓力
Ἰησοῦς	耶稣
Φίλιππος	腓力
Βηθσαϊδά	伯赛大
Βηθσαϊδά	人
Ἀνδρέου	安得烈
Πέτρου	彼得
Φίλιππος	腓力
Ναθαναὴλ	拿但业
Μωϋσῆς	摩西
Ἰησοῦν	耶稣
Ἰωσὴφ	约瑟
Ἰωσὴφ	的
Ναθαναήλ	拿但业
Ναζαρὲτ	拿撒勒
Φίλιππος	腓力
Ἰησοῦς	耶稣
Ναθαναὴλ	拿但业
Ἰσραηλίτης	以色列
Ἰσραηλίτης	人
Ναθαναήλ	拿但业
Ἰησοῦς	耶稣
Φίλιππον	腓力
Ναθαναήλ	拿但业
Ἰσραήλ	以色列
Ἰσραήλ	的
Ἰησοῦς	耶稣
Κανὰ	迦拿
Γαλιλαίας	加利利
Γαλιλαίας	的
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦς	耶稣
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Κανὰ	迦拿
Γαλιλαίας	加利利
Γαλιλαίας	的
Καφαρναοὺμ	迦百农
Ἱεροσόλυμα	耶路撒冷
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἱεροσολύμοις	耶路撒冷
Ἰησοῦς	耶稣
Φαρισαίων	法利赛
Νικόδημος	尼哥迪慕
Ἰησοῦς	耶稣
Νικόδημος	尼哥迪慕
Ἰησοῦς	耶稣
Νικόδημος	尼哥迪慕
Ἰησοῦς	耶稣
Ἰσραὴλ	以色列
Ἰσραὴλ	人
Ἰσραὴλ	的
Μωϋσῆς	摩西
Ἰησοῦς	耶稣
Ἰωάννης	约翰
Αἰνὼν	哀嫩
Σαλείμ	撒冷
Ἰωάννης	约翰
Ἰωάννου	约翰
Ἰωάννου	的
Ἰωάννην	约翰
Ἰορδάνου	约旦
Ἰορδάνου	河
Ἰωάννης	约翰
χριστός	基督
Ἰησοῦς	主
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Ἰησοῦς	他
Ἰωάννης	约翰
Ἰησοῦς	耶稣
Ἰουδαίαν	犹太
Γαλιλαίαν	加利利
Σαμαρείας	撒马利亚
Σαμαρείας	撒马利亚
Σαμαρείας	的
Συχὰρ	叙加
Ἰακὼβ	雅各
Ἰωσὴφ	约瑟
Ἰακώβ	雅各
Ἰησοῦς	耶稣
Σαμαρείας	撒马利亚
Ἰησοῦς	耶稣
Σαμαρῖτις	撒马利亚
Σαμαρίτιδος	撒马利亚
Σαμαρίταις	撒马利亚
Σαμαρίταις	和
Σαμαρίταις	人
Ἰησοῦς	耶稣
Ἰακώβ	雅各
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἱεροσολύμοις	耶路撒冷
Ἰησοῦς	耶稣
Ἱεροσολύμοις	耶路撒冷
Μεσσίας	弥赛亚
χριστός	基督
Ἰησοῦς	耶稣
χριστός	基督
Ἰησοῦς	耶稣
Σαμαριτῶν	撒马利亚
Σαμαριτῶν	人
Σαμαρῖται	撒马利亚
Σαμαρῖται	人
Γαλιλαίαν	加利利
Ἰησοῦς	耶稣
Γαλιλαίαν	加利利
Ἱεροσολύμοις	耶路撒冷
Κανὰ	迦拿
Γαλιλαίας	加利利
Γαλιλαίας	的
Καφαρναούμ	迦百农
Ἰησοῦς	耶稣
Ἰουδαίας	犹太
Γαλιλαίαν	加利利
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰουδαίας	犹太
Γαλιλαίαν	加利利
Ἰησοῦς	耶稣
Ἱεροσόλυμα	耶路撒冷
Ἱεροσολύμοις	耶路撒冷
Βηθζαθὰ	毕士大
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰωάννην	约翰
Ἰωάννου	约翰
Ἰωάννου	比
Μωϋσῆς	摩西
Μωϋσεῖ	摩西
Ἰησοῦς	耶稣
Γαλιλαίας	加利利
Τιβεριάδος	提比哩亚
Τιβεριάδος	海
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Φίλιππον	腓力
Φίλιππος	腓力
Ἀνδρέας	安得烈
Σίμωνος	西门
Πέτρου	彼得
Πέτρου	的
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Καφαρναούμ	迦百农
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Τιβεριάδος	提比哩亚
Ἰησοῦς	耶稣
Καφαρναοὺμ	迦百农
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Μωϋσῆς	摩西
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰωσήφ	约瑟
Ἰωσήφ	的
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Καφαρναούμ	迦百农
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Ἰούδαν	犹大
Σίμωνος	西门
Σίμωνος	的
Ἰσκαριώτου	加略
Ἰσκαριώτου	人
Ἰησοῦς	耶稣
Γαλιλαίᾳ	加利利
Ἰουδαίᾳ	犹太
Ἰουδαίαν	犹太
Ἰησοῦς	耶稣
Γαλιλαίᾳ	加利利
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Μωϋσῆς	摩西
Ἰησοῦς	耶稣
Μωϋσῆς	摩西
Μωϋσέως	摩西
Μωϋσέως	摩西
Μωϋσέως	的
Ἱεροσολυμιτῶν	耶路撒冷
Ἱεροσολυμιτῶν	人
χριστός	基督
χριστὸς	基督
Ἰησοῦς	耶稣
χριστὸς	基督
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Ἰησοῦς	耶稣
Ἑλλήνων	希腊
Ἑλλήνων	中
Ἕλληνας	希腊
Ἕλληνας	人
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
χριστός	基督
Γαλιλαίας	加利利
χριστὸς	基督
Δαυὶδ	大卫
Δαυὶδ	的
Βηθλέεμ	伯利恒
Δαυὶδ	大卫
χριστός	基督
Φαρισαίους	法利赛
Φαρισαίους	人
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Φαρισαίων	法利赛
Φαρισαίων	人
Νικόδημος	尼哥迪慕
Γαλιλαίας	加利利
Γαλιλαίας	加利利
Ἰησοῦς	耶稣
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Μωϋσῆς	摩西
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἀβραάμ	亚伯拉罕
Ἀβραάμ	的
Ἰησοῦς	耶稣
Ἀβραάμ	亚伯拉罕
Ἀβραάμ	的
Ἀβραάμ	亚伯拉罕
Ἰησοῦς	耶稣
Ἀβραάμ	亚伯拉罕
Ἀβραάμ	的
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	亚伯拉罕
Ἰησοῦς	耶稣
Σαμαρίτης	撒马利亚
Σαμαρίτης	人
Ἰησοῦς	耶稣
Ἀβραὰμ	亚伯拉罕
Ἀβραάμ	亚伯拉罕
Ἀβραάμ	比
Ἰησοῦς	耶稣
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	亚伯拉罕
Ἰησοῦς	耶稣
Ἀβραὰμ	亚伯拉罕
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Σιλωάμ	西罗亚
Ἰησοῦς	耶稣
Σιλωὰμ	西罗亚
Φαρισαίους	法利赛
Φαρισαίους	人
Ἰησοῦς	耶稣
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Φαρισαίων	法利赛
Φαρισαίων	人
χριστόν	基督
Μωϋσέως	摩西
Μωϋσέως	的
Μωϋσεῖ	摩西
Μωϋσεῖ	对
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Φαρισαίων	法利赛
Φαρισαίων	人
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἱεροσολύμοις	耶路撒冷
Ἰησοῦς	耶稣
Σολομῶνος	所罗门
Σολομῶνος	的
χριστός	基督
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰορδάνου	约旦
Ἰορδάνου	河
Ἰωάννης	约翰
Ἰωάννης	约翰
Ἰωάννης	约翰
Λάζαρος	拉撒路
Βηθανίας	伯大尼
Μαρίας	马利亚
Μάρθας	马大
Μάρθας	的
Μαριὰμ	马利亚
Λάζαρος	拉撒路
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Μάρθαν	马大
Λάζαρον	拉撒路
Ἰουδαίαν	犹太
Ἰησοῦς	耶稣
Λάζαρος	拉撒路
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Λάζαρος	拉撒路
Θωμᾶς	多马
Δίδυμος	低土马
Ἰησοῦς	耶稣
Βηθανία	伯大尼
Ἱεροσολύμων	耶路撒冷
Μάρθαν	马大
Μαριὰμ	马利亚
Μάρθα	马大
Ἰησοῦς	耶稣
Μαριὰμ	马利亚
Μάρθα	马大
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Μάρθα	马大
Ἰησοῦς	耶稣
χριστὸς	基督
Μαριὰμ	马利亚
Ἰησοῦς	耶稣
Μάρθα	马大
Μαριὰμ	她
Μαριὰμ	马利亚
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Μάρθα	马大
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Λάζαρε	拉撒路
Ἰησοῦς	耶稣
Μαριὰμ	马利亚
Φαρισαίους	法利赛
Φαρισαίους	人
Ἰησοῦς	耶稣
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Καϊάφας	该亚法
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἐφραὶμ	以法莲
Ἱεροσόλυμα	耶路撒冷
Ἰησοῦν	耶稣
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Ἰησοῦς	耶稣
Βηθανίαν	伯大尼
Λάζαρος	拉撒路
Ἰησοῦς	他
Μάρθα	马大
Λάζαρος	拉撒路
Μαριὰμ	马利亚
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰούδας	犹大
Ἰσκαριώτης	加略
Ἰσκαριώτης	人
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Λάζαρον	拉撒路
Λάζαρον	拉撒路
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Ἱεροσόλυμα	耶路撒冷
Ἰσραήλ	以色列
Ἰησοῦς	耶稣
Σιών	锡安
Σιών	的
Ἰησοῦς	耶稣
Λάζαρον	拉撒路
Φαρισαῖοι	法利赛
Φαρισαῖοι	人
Ἕλληνές	希腊
Ἕλληνές	人
Φιλίππῳ	腓力
Βηθσαϊδὰ	伯赛大
Γαλιλαίας	加利利
Ἰησοῦν	耶稣
Φίλιππος	腓力
Ἀνδρέᾳ	安得烈
Ἀνδρέας	安得烈
Φίλιππος	腓力
Ἰησοῦ	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
χριστὸς	基督
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἠσαΐου	以赛亚
Ἠσαΐου	的
Ἠσαΐας	以赛亚
Ἠσαΐας	以赛亚
Φαρισαίους	法利赛
Φαρισαίους	人
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰούδας	犹大
Σίμωνος	西门
Σίμωνος	的
Ἰσκαριώτου	加略
Ἰσκαριώτου	人
Σίμωνα	西门
Πέτρον	彼得
Ἰησοῦς	耶稣
Πέτρος	彼得
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦς	耶稣
Ἰούδᾳ	犹大
Σίμωνος	西门
Σίμωνος	的
Ἰσκαριώτου	加略
Ἰσκαριώτου	人
σατανᾶς	撒旦
Ἰησοῦς	耶稣
Ἰούδας	犹大
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Πέτρος	彼得
Ἰησοῦς	耶稣
Θωμᾶς	多马
Ἰησοῦς	耶稣
Φίλιππος	腓力
Ἰησοῦς	耶稣
Φίλιππε	腓力
Ἰούδας	犹大
Ἰσκαριώτης	加略
Ἰσκαριώτης	人
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Χριστόν	基督
Ἰησοῦς	耶稣
Κεδρὼν	汲沦
Ἰούδας	犹大
Ἰησοῦς	耶稣
Ἰούδας	犹大
Φαρισαίων	法利赛
Φαρισαίων	人
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Ναζωραῖον	拿撒勒
Ναζωραῖον	人
Ἰούδας	犹大
Ἰησοῦν	耶稣
Ναζωραῖον	拿撒勒
Ναζωραῖον	人
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Μάλχος	马勒古
Ἰησοῦς	耶稣
Πέτρῳ	彼得
Πέτρῳ	对
Ἰησοῦν	耶稣
Ἅνναν	亚那
Καϊάφα	该亚法
Καϊάφα	的
Καϊάφας	该亚法
Ἰησοῦ	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦ	耶稣
Ἰησοῦ	同
Πέτρος	彼得
Πέτρον	彼得
Πέτρῳ	彼得
Πέτρῳ	对
Πέτρος	彼得
Ἰησοῦν	他
Ἰησοῦς	耶稣
Ἰησοῦ	他
Ἰησοῦς	耶稣
Ἅννας	亚那
Καϊάφαν	该亚法
Σίμων	西门
Πέτρος	彼得
Πέτρος	彼得
Πέτρος	彼得
Ἰησοῦν	耶稣
Ἰησοῦν	将
Καϊάφα	该亚法
Πιλᾶτος	彼拉多
Πιλᾶτος	彼拉多
Ἰησοῦ	耶稣
Πιλᾶτος	彼拉多
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Βαραββᾶν	巴拉巴
Βαραββᾶς	巴拉巴
Πιλᾶτος	彼拉多
Ἰησοῦν	耶稣
Ἰησοῦν	将
Πιλᾶτος	彼拉多
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Πιλᾶτος	彼拉多
Ἰησοῦ	耶稣
Ἰησοῦ	对
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Ἰησοῦς	耶稣
Πιλᾶτος	彼拉多
Καίσαρος	恺撒
Καίσαρος	的
Καίσαρι	恺撒
Πιλᾶτος	彼拉多
Ἰησοῦν	耶稣
Γαββαθα	厄巴大
Πιλᾶτος	彼拉多
Καίσαρα	恺撒
Ἰησοῦν	耶稣
Ἰησοῦν	把
Γολγοθα	各各他
Ἰησοῦν	耶稣
Πιλᾶτος	彼拉多
Ἰησοῦς	耶稣
Ναζωραῖος	拿撒勒
Ναζωραῖος	人
Ἰησοῦς	耶稣
Πιλάτῳ	彼拉多
Πιλάτῳ	对
Πιλᾶτος	彼拉多
Ἰησοῦν	耶稣
Ἰησοῦν	将
Ἰησοῦ	耶稣
Μαρία	马利亚
Κλωπᾶ	革罗罢
Κλωπᾶ	的
Μαρία	马利亚
Μαγδαληνή	抹大拉
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Πιλᾶτον	彼拉多
Ἰησοῦν	耶稣
Πιλᾶτον	彼拉多
Ἰωσὴφ	约瑟
Ἰωσὴφ	有
Ἁριμαθαίας	亚利马太
Ἁριμαθαίας	人
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦ	耶稣
Ἰησοῦ	的
Πιλᾶτος	彼拉多
Νικόδημος	尼哥迪慕
Νικόδημος	有
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦν	耶稣
Ἰησοῦν	把
Μαρία	马利亚
Μαγδαληνὴ	抹大拉
Σίμωνα	西门
Πέτρον	彼得
Ἰησοῦς	耶稣
Πέτρος	彼得
Πέτρου	彼得
Πέτρου	比
Σίμων	西门
Πέτρος	彼得
Μαρία	马利亚
Ἰησοῦ	耶稣
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Μαριάμ	马利亚
Ἰησοῦς	耶稣
Μαριὰμ	马利亚
Μαγδαληνὴ	抹大拉
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Θωμᾶς	多马
Δίδυμος	低土马
Ἰησοῦς	耶稣
Θωμᾶς	多马
Ἰησοῦς	耶稣
Θωμᾷ	多马
Θωμᾷ	对
Θωμᾶς	多马
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
χριστὸς	基督
Ἰησοῦς	耶稣
Τιβεριάδος	提比哩亚
Σίμων	西门
Πέτρος	彼得
Θωμᾶς	多马
Δίδυμος	低土马
Ναθαναὴλ	拿但业
Γαλιλαίας	加利利
Γαλιλαίας	的
Ζεβεδαίου	西庇太
Ζεβεδαίου	的
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Πέτρῳ	彼得
Πέτρῳ	对
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Σίμων	西门
Πέτρος	彼得
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Σίμωνι	西门
Σίμωνι	对
Πέτρῳ	彼得
Ἰησοῦς	耶稣
Σίμων	西门
Ἰωάννου	约翰
Ἰωάννου	的
Σίμων	西门
Ἰωάννου	约翰
Ἰωάννου	的
Σίμων	西门
Ἰωάννου	约翰
Ἰωάννου	的
Πέτρος	彼得
Ἰησοῦς	耶稣
Πέτρος	彼得
Ἰησοῦς	耶稣
Πέτρος	彼得
Ἰησοῦ	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Θεόφιλε	提阿非罗
Ἰησοῦς	耶稣
Ἱεροσολύμων	耶路撒冷
Ἰωάννης	约翰
Ἰσραήλ	以色列
Ἰερουσαλὴμ	耶路撒冷
Ἰουδαίᾳ	犹太
Σαμαρείᾳ	撒马利亚
Ἰησοῦς	耶稣
Ἰερουσαλὴμ	耶路撒冷
Ἰερουσαλὴμ	耶路撒冷
Πέτρος	彼得
Ἰωάννης	约翰
Ἰάκωβος	雅各
Ἀνδρέας	安得烈
Φίλιππος	腓力
Θωμᾶς	多马
Βαρθολομαῖος	巴多罗买
Μαθθαῖος	马太
Ἰάκωβος	雅各
Ἁλφαίου	亚勒腓
Ἁλφαίου	的
Σίμων	西门
Ἰούδας	犹大
Ἰακώβου	雅各
Ἰακώβου	的
Μαριὰμ	马利亚
Ἰησοῦ	耶稣
Ἰησοῦ	的
Πέτρος	彼得
Δαυὶδ	大卫
Δαυὶδ	的
Ἰούδα	犹大
Ἰησοῦν	耶稣
Ἰερουσαλήμ	耶路撒冷
Ἁκελδαμάχ	亚革大马
Ἰησοῦς	耶稣
Ἰωάννου	约翰
Ἰωσὴφ	约瑟
Βαρσαββᾶν	巴撒巴
Ἰοῦστος	犹士都
Μαθθίαν	马提亚
Ἰούδας	犹大
Μαθθίαν	马提亚
Ἰερουσαλὴμ	耶路撒冷
Πάρθοι	帕提亚
Πάρθοι	人
Μῆδοι	玛代
Μῆδοι	人
Ἐλαμῖται	以拦
Ἐλαμῖται	人
Μεσοποταμίαν	美索不达米亚
Ἰουδαίαν	犹太
Καππαδοκίαν	加帕多家
Πόντον	本都
Ἀσίαν	亚细亚
Φρυγίαν	弗吕家
Παμφυλίαν	旁非利亚
Αἴγυπτον	埃及
Λιβύης	利比亚
Κυρήνην	古利奈
Κρῆτες	克里特
Ἄραβες	阿拉伯
Ἄραβες	人
Πέτρος	彼得
Ἰερουσαλὴμ	耶路撒冷
Ἰωήλ	约珥
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Ἰησοῦν	耶稣
Ναζωραῖον	拿撒勒
Ναζωραῖον	人
Δαυὶδ	大卫
Δαυὶδ	大卫
Χριστοῦ	基督
Ἰησοῦν	耶稣
Δαυὶδ	大卫
Ἰσραὴλ	以色列
χριστὸν	基督
Ἰησοῦν	耶稣
Πέτρον	彼得
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Πέτρος	彼得
Ἰωάννης	约翰
Πέτρον	彼得
Ἰωάννην	约翰
Πέτρος	彼得
Ἰωάννῃ	约翰
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ναζωραίου	拿撒勒
Ναζωραίου	人
Πέτρον	彼得
Ἰωάννην	约翰
Σολομῶντος	所罗门
Πέτρος	彼得
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Ἀβραὰμ	亚伯拉罕
Ἰσαὰκ	以撒
Ἰακώβ	雅各
Ἰακώβ	的
Ἰησοῦν	耶稣
Πιλάτου	彼拉多
χριστὸν	基督
χριστὸν	基督
Ἰησοῦν	耶稣
Μωϋσῆς	摩西
Σαμουὴλ	撒母耳
Ἀβραάμ	亚伯拉罕
Σαδδουκαῖοι	撒都该
Σαδδουκαῖοι	人
Ἰησοῦ	耶稣
Ἰερουσαλήμ	耶路撒冷
Ἅννας	亚那
Καϊάφας	该亚法
Ἰωάννης	约翰
Ἀλέξανδρος	亚历山大
Πέτρος	彼得
Ἰσραὴλ	以色列
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ναζωραίου	拿撒勒
Ναζωραίου	人
Πέτρου	彼得
Ἰωάννου	约翰
Ἰωάννου	的
Ἰησοῦ	耶稣
Ἰερουσαλὴμ	耶路撒冷
Ἰησοῦ	耶稣
Ἰησοῦ	的
Πέτρος	彼得
Ἰωάννης	约翰
Δαυὶδ	大卫
Δαυὶδ	的
χριστοῦ	受膏者
Ἰησοῦν	耶稣
Ἡρῴδης	希律
Ἰσραήλ	以色列
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦ	耶稣
Ἰωσὴφ	约瑟
Βαρναβᾶς	巴拿巴
Λευίτης	利未
Λευίτης	有
Λευίτης	一
Λευίτης	个
Λευίτης	人
Κύπριος	塞浦路斯
Ἁνανίας	亚拿尼亚
Σαπφίρῃ	撒非喇
Πέτρος	彼得
Ἁνανία	亚拿尼亚
σατανᾶς	撒旦
Ἁνανίας	亚拿尼亚
Πέτρος	彼得
Πέτρος	彼得
Σολομῶντος	所罗门
Σολομῶντος	的
Πέτρου	彼得
Ἰερουσαλὴμ	耶路撒冷
Ἰερουσαλὴμ	的
Σαδδουκαίων	撒都该
Ἰσραὴλ	以色列
Ἰερουσαλὴμ	耶路撒冷
Πέτρος	彼得
Ἰησοῦν	耶稣
Ἰσραὴλ	以色列
Ἰσραὴλ	人
Φαρισαῖος	法利赛
Φαρισαῖος	有
Φαρισαῖος	人
Γαμαλιήλ	迦玛列
Ἰσραηλῖται	以色列
Ἰσραηλῖται	人
Ἰσραηλῖται	哪
Θευδᾶς	丢大
Ἰούδας	犹大
Ἰούδας	有
Ἰησοῦ	耶稣
Ἰησοῦ	的
χριστὸν	基督
Ἰησοῦν	耶稣
Ἑλληνιστῶν	希腊
Ἑλληνιστῶν	说
Ἑλληνιστῶν	话
Ἑλληνιστῶν	的
Ἑλληνιστῶν	犹太
Ἑλληνιστῶν	人
Φίλιππον	腓利
Πρόχορον	伯罗哥罗
Νικάνορα	尼迦挪
Τίμωνα	提门
Παρμενᾶν	巴米拿
Νικόλαον	尼哥拉
Ἀντιοχέα	安提阿
Ἀντιοχέα	人
Ἰερουσαλὴμ	耶路撒冷
Λιβερτίνων	利百地拿
Κυρηναίων	古利奈
Ἀλεξανδρέων	亚历山大
Κιλικίας	基利家
Ἀσίας	亚细亚
Μωϋσῆν	摩西
Ἰησοῦς	耶稣
Ναζωραῖος	拿撒勒
Ναζωραῖος	人
Μωϋσῆς	摩西
Ἀβραὰμ	亚伯拉罕
Μεσοποταμίᾳ	美索不达米亚
Χαρρὰν	哈兰
Χαλδαίων	迦勒底
Χαλδαίων	人
Χαλδαίων	之
Χαρράν	哈兰
Ἰσαὰκ	以撒
Ἰσαὰκ	以撒
Ἰακώβ	雅各
Ἰακὼβ	雅各
Ἰωσὴφ	约瑟
Αἴγυπτον	埃及
Φαραὼ	法老
Αἰγύπτου	埃及
Αἴγυπτον	埃及
Αἴγυπτον	国
Αἴγυπτον	埃及
Χανάαν	迦南
Ἰακὼβ	雅各
Αἴγυπτον	埃及
Ἰωσὴφ	约瑟
Φαραὼ	法老
Ἰωσήφ	他
Ἰωσήφ	的
Ἰωσὴφ	约瑟
Ἰακὼβ	雅各
Ἰακὼβ	雅各
Αἴγυπτον	埃及
Συχὲμ	示剑
Ἀβραὰμ	亚伯拉罕
Ἐμμὼρ	哈抹
Συχέμ	示剑
Ἀβραάμ	亚伯拉罕
Αἰγύπτῳ	埃及
Ἰωσήφ	约瑟
Μωϋσῆς	摩西
Φαραὼ	法老
Φαραὼ	的
Μωϋσῆς	摩西
Ἰσραήλ	以色列
Μωϋσῆς	摩西
Μαδιάμ	米甸
Σινᾶ	西奈
Μωϋσῆς	摩西
