NA27	LEB
Πέτρον	Peter
Λύδδα	Lydda
Αἰνέαν	Aeneas
Πέτρος	Peter
Αἰνέα	Aeneas
Ἰησοῦς	Jesus
Χριστός	Christ
Λύδδα	Lydda
Σαρῶνα	Sharon
Ἰόππῃ	Joppa
Ταβιθά	Tabitha
Λύδδας	Lydda
Ἰόππῃ	Joppa
Πέτρος	Peter
Πέτρος	Peter
Δορκάς	Dorcas
Πέτρος	Peter
Ταβιθά	Tabitha
Πέτρον	Peter
Ἰόππης	Joppa
Ἰόππῃ	Joppa
Σίμωνι	Simon
Καισαρείᾳ	Caesarea
Κορνήλιος	Cornelius
Κορνήλιε	Cornelius
Ἰόππην	Joppa
Σίμωνά	Simon
Πέτρος	Peter
Σίμωνι	Simon
Ἰόππην	Joppa
Πέτρος	Peter
Πέτρε	Peter
Πέτρος	Peter
Πέτρος	Peter
Κορνηλίου	Cornelius
Σίμωνος	Simon
Σίμωνος	of
Σίμων	Simon
Πέτρος	Peter
Πέτρου	Peter
Πέτρος	Peter
Κορνήλιος	Cornelius
Ἰόππης	Joppa
Καισάρειαν	Caesarea
Κορνήλιος	Cornelius
Πέτρον	Peter
Κορνήλιος	Cornelius
Πέτρος	Peter
Κορνήλιος	Cornelius
Κορνήλιε	Cornelius
Ἰόππην	Joppa
Σίμωνα	Simon
Πέτρος	Peter
Σίμωνος	Simon
Σίμωνος	of
Πέτρος	Peter
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰουδαίας	Judea
Γαλιλαίας	Galilee
Ἰωάννης	John
Ἰησοῦν	Jesus
Ναζαρέθ	Nazareth
Ἰερουσαλήμ	Jerusalem
Πέτρου	Peter
Πέτρῳ	Peter
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰουδαίαν	Judea
Πέτρος	Peter
Ἰερουσαλήμ	Jerusalem
Πέτρος	Peter
Ἰόππῃ	Joppa
Ἰόππῃ	of
Πέτρε	Peter
Καισαρείας	Caesarea
Ἰόππην	Joppa
Σίμωνα	Simon
Πέτρον	Peter
Ἰωάννης	John
Ἰησοῦν	Jesus
Χριστόν	Christ
Φοινίκης	Phoenicia
Κύπρου	Cyprus
Ἀντιοχείας	Antioch
Κύπριοι	Cyprus
Κυρηναῖοι	Cyrene
Ἀντιόχειαν	Antioch
Ἑλληνιστὰς	Hellenists
Ἑλληνιστὰς	Greek-speaking
Ἰησοῦν	Jesus
Ἰησοῦν	about
Ἰερουσαλὴμ	Jerusalem
Βαρναβᾶν	Barnabas
Ἀντιοχείας	Antioch
Ταρσὸν	Tarsus
Σαῦλον	Saul
Ἀντιόχειαν	Antioch
Ἀντιοχείᾳ	Antioch
Χριστιανούς	Christians
Ἱεροσολύμων	Jerusalem
Ἀντιόχειαν	Antioch
Ἅγαβος	Agabus
Ἰουδαίᾳ	Judea
Βαρναβᾶ	Barnabas
Βαρναβᾶ	of
Σαύλου	Saul
Ἡρῴδης	Herod
Ἰάκωβον	James
Ἰωάννου	John
Ἰωάννου	of
Πέτρον	Peter
Πέτρος	Peter
Ἡρῴδης	Herod
Πέτρος	Peter
Πέτρου	Peter’s
Πέτρος	Peter
Ἡρῴδου	Herod
Ἡρῴδου	of
Μαρίας	Mary
Μαρίας	of
Ἰωάννου	John
Ἰωάννου	of
Ῥόδη	Rhoda
Πέτρου	Peter’s
Πέτρον	Peter
Πέτρος	Peter
Ἰακώβῳ	James
Ἰακώβῳ	to
Πέτρος	Peter
Ἡρῴδης	Herod
Ἰουδαίας	Judea
Καισάρειαν	Caesarea
Τυρίοις	Tyrians
Τυρίοις	with
Βλάστον	Blastus
Ἡρῴδης	Herod
Βαρναβᾶς	Barnabas
Σαῦλος	Saul
Ἰερουσαλὴμ	Jerusalem
Ἰωάννην	John
Ἀντιοχείᾳ	Antioch
Βαρναβᾶς	Barnabas
Συμεὼν	Simeon
Λούκιος	Lucius
Κυρηναῖος	Cyrenian
Μαναήν	Manaen
Σαῦλος	Saul
Βαρναβᾶν	Barnabas
Σαῦλον	Saul
Σελεύκειαν	Seleucia
Κύπρον	Cyprus
Σαλαμῖνι	Salamis
Ἰωάννην	John
Πάφου	Paphos
Βαριησοῦ	Bar-Jesus
Σεργίῳ	Sergius
Παύλῳ	Paulus
Βαρναβᾶν	Barnabas
Σαῦλον	Saul
Ἐλύμας	Elymas
Σαῦλος	Saul
Πάφου	Paphos
Παῦλον	Paul
Πέργην	Perga
Παμφυλίας	Pamphylia
Παμφυλίας	in
Ἰωάννης	John
Ἱεροσόλυμα	Jerusalem
Πέργης	Perga
Ἀντιόχειαν	Antioch
Παῦλος	Paul
Ἰσραηλῖται	Israelite
Ἰσραὴλ	Israel
Αἰγύπτου	Egypt
Αἰγύπτου	of
Χανάαν	Canaan
Χανάαν	of
Σαμουὴλ	Samuel
Σαοὺλ	Saul
Κίς	Kish
Κίς	of
Βενιαμίν	Benjamin
Βενιαμίν	of
Δαυὶδ	David
Δαυὶδ	David
Ἰεσσαί	Jesse
Ἰεσσαί	of
Ἰσραὴλ	Israel
Ἰσραὴλ	to
Ἰησοῦν	Jesus
Ἰωάννου	John
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἰωάννης	John
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἰερουσαλὴμ	Jerusalem
Πιλᾶτον	Pilate
Γαλιλαίας	Galilee
Ἰερουσαλήμ	Jerusalem
Ἰησοῦν	Jesus
Δαυὶδ	David
Δαυὶδ	of
Δαυὶδ	David
Μωϋσέως	Moses
Μωϋσέως	of
Παύλῳ	Paul
Βαρναβᾷ	Barnabas
Παύλου	Paul
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Παῦλον	Paul
Βαρναβᾶν	Barnabas
Ἰκόνιον	Iconium
Ἰκονίῳ	Iconium
Ἑλλήνων	Greeks
Λυκαονίας	Lycaonian
Λύστραν	Lystra
Δέρβην	Derbe
Λύστροις	Lystra
Παύλου	Paul
Παῦλος	Paul
Βαρναβᾶν	Barnabas
Δία	Zeus
Παῦλον	Paul
Ἑρμῆν	Hermes
Διὸς	Zeus
Διὸς	of
Βαρναβᾶς	Barnabas
Παῦλος	Paul
Ἀντιοχείας	Antioch
Ἰκονίου	Iconium
Παῦλον	Paul
Βαρναβᾷ	Barnabas
Δέρβην	Derbe
Λύστραν	Lystra
Ἰκόνιον	Iconium
Ἀντιόχειαν	Antioch
Πισιδίαν	Pisidia
Παμφυλίαν	Pamphylia
Πέργῃ	Perga
Ἀττάλειαν	Attalia
Ἀντιόχειαν	Antioch
Ἰουδαίας	Judea
Μωϋσέως	Moses
Μωϋσέως	by
Παύλῳ	Paul
Παύλῳ	by
Βαρναβᾷ	Barnabas
Παῦλον	Paul
Βαρναβᾶν	Barnabas
Ἰερουσαλὴμ	Jerusalem
Φοινίκην	Phoenicia
Σαμάρειαν	Samaria
Ἰερουσαλὴμ	Jerusalem
Φαρισαίων	Pharisees
Φαρισαίων	of
Μωϋσέως	Moses
Μωϋσέως	of
Πέτρος	Peter
Ἰησοῦ	Jesus
Βαρναβᾶ	Barnabas
Παύλου	Paul
Ἰάκωβος	James
Συμεὼν	Simeon
Δαυὶδ	David
Δαυὶδ	of
Μωϋσῆς	Moses
Ἀντιόχειαν	Antioch
Παύλῳ	Paul
Βαρναβᾷ	Barnabas
Ἰούδαν	Judas
Βαρσαββᾶν	Barsabbas
Σιλᾶν	Silas
Ἀντιόχειαν	Antioch
Συρίαν	Syria
Κιλικίαν	Cilicia
Βαρναβᾷ	Barnabas
Παύλῳ	Paul
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰούδαν	Judas
Σιλᾶν	Silas
Ἀντιόχειαν	Antioch
Ἰούδας	Judas
Σιλᾶς	Silas
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Ἀντιοχείᾳ	Antioch
Βαρναβᾶν	Barnabas
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Ἰωάννην	John
Μᾶρκον	Mark
Παῦλος	Paul
Παμφυλίας	Pamphylia
Βαρναβᾶν	Barnabas
Μᾶρκον	Mark
Κύπρον	Cyprus
Παῦλος	Paul
Σιλᾶν	Silas
Συρίαν	Syria
Κιλικίαν	Cilicia
Δέρβην	Derbe
Λύστραν	Lystra
Τιμόθεος	Timothy
Ἕλληνος	Greek
Λύστροις	Lystra
Ἰκονίῳ	Iconium
Παῦλος	Paul
Ἕλλην	Greek
Ἱεροσολύμοις	Jerusalem
Φρυγίαν	Phrygian
Ἀσίᾳ	Asia
Μυσίαν	Mysia
Βιθυνίαν	Bithynia
Ἰησοῦ	Jesus
Ἰησοῦ	of
Μυσίαν	Mysia
Τρῳάδα	Troas
Παύλῳ	Paul
Παύλῳ	to
Μακεδών	Macedonian
Μακεδονίαν	Macedonia
Μακεδονίαν	Macedonia
Τρῳάδος	Troas
Σαμοθρᾴκην	Samothrace
Φιλίππους	Philippi
Μακεδονίας	Macedonia
Μακεδονίας	of
Λυδία	Lydia
Θυατείρων	Thyatira
Θυατείρων	of
Παύλου	Paul
Παύλῳ	Paul
Παῦλος	Paul
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Παῦλον	Paul
Σιλᾶν	Silas
Παῦλος	Paul
Σιλᾶς	Silas
Παῦλος	Paul
Παύλῳ	Paul
Παύλῳ	of
Σιλᾷ	Silas
Ἰησοῦν	Jesus
Παῦλον	Paul
Παῦλος	Paul
Λυδίαν	Lydia
Ἀμφίπολιν	Amphipolis
Ἀπολλωνίαν	Apollonia
Θεσσαλονίκην	Thessalonica
Παύλῳ	Paul
χριστὸν	Christ
χριστὸς	Christ
Ἰησοῦς	Jesus
Παύλῳ	Paul
Σιλᾷ	Silas
Ἑλλήνων	Greeks
Ἰάσονος	Jason’s
Ἰάσονα	Jason
Ἰάσων	Jason
Καίσαρος	Caesar
Καίσαρος	of
Ἰησοῦν	Jesus
Ἰάσονος	Jason
Παῦλον	Paul
Σιλᾶν	Silas
Βέροιαν	Berea
Θεσσαλονίκῃ	Thessalonica
Ἑλληνίδων	Greek
Ἑλληνίδων	of
Θεσσαλονίκης	Thessalonica
Βεροίᾳ	Berea
Παύλου	Paul
Παῦλον	Paul
Σιλᾶς	Silas
Τιμόθεος	Timothy
Παῦλον	Paul
Ἀθηνῶν	Athens
Σιλᾶν	Silas
Τιμόθεον	Timothy
Ἀθήναις	Athens
Παύλου	Paul
Ἐπικουρείων	Epicurean
Ἐπικουρείων	of
Ἰησοῦν	Jesus
Παῦλος	Paul
Παῦλος	Paul
Διονύσιος	Dionysius
Ἀρεοπαγίτης	Areopagite
Δάμαρις	Damaris
Ἀθηνῶν	Athens
Κόρινθον	Corinth
Ἀκύλαν	Aquila
Ἰταλίας	Italy
Πρίσκιλλαν	Priscilla
Κλαύδιον	Claudius
Ῥώμης	Rome
Ἕλληνας	Greeks
Μακεδονίας	Macedonia
Σιλᾶς	Silas
Τιμόθεος	Timothy
Παῦλος	Paul
χριστὸν	Christ
Ἰησοῦν	Jesus
Τιτίου	Titius
Ἰούστου	Justus
Κρίσπος	Crispus
Παύλῳ	Paul
Παύλῳ	to
Γαλλίωνος	Gallio
Ἀχαΐας	Achaia
Ἀχαΐας	of
Παύλῳ	Paul
Παύλου	Paul
Γαλλίων	Gallio
Σωσθένην	Sosthenes
Γαλλίωνι	Gallio
Γαλλίωνι	to
Παῦλος	Paul
Συρίαν	Syria
Πρίσκιλλα	Priscilla
Ἀκύλας	Aquila
Κεγχρεαῖς	Cenchrea
Ἔφεσον	Ephesus
Ἐφέσου	Ephesus
Καισάρειαν	Caesarea
Ἀντιόχειαν	Antioch
Φρυγίαν	Phrygia
Ἀπολλῶς	Apollos
Ἀλεξανδρεὺς	Alexandrian
Ἔφεσον	Ephesus
Ἰησοῦ	Jesus
Ἰωάννου	John
Ἰωάννου	of
Πρίσκιλλα	Priscilla
Ἀκύλας	Aquila
Ἀχαΐαν	Achaia
χριστὸν	Christ
Ἰησοῦν	Jesus
Ἀπολλῶ	Apollos
Κορίνθῳ	Corinth
Παῦλον	Paul
Ἔφεσον	Ephesus
Ἰωάννου	John
Ἰωάννου	of
Παῦλος	Paul
Ἰωάννης	John
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Παύλου	Paul
Τυράννου	Tyrannus
Τυράννου	of
Ἀσίαν	Asia
Ἕλληνας	Greeks
Παύλου	Paul
Παύλου	of
Ἰησοῦ	Jesus
Ἰησοῦν	Jesus
Ἰησοῦν	by
Παῦλος	Paul
Σκευᾶ	Sceva
Σκευᾶ	of
Ἰησοῦν	Jesus
Παῦλον	Paul
Ἕλλησιν	Greeks
Ἔφεσον	Ephesus
Ἔφεσον	in
Ἰησοῦ	Jesus
Παῦλος	Paul
Μακεδονίαν	Macedonia
Ἀχαΐαν	Achaia
Ἱεροσόλυμα	Jerusalem
Ῥώμην	Rome
Μακεδονίαν	Macedonia
Τιμόθεον	Timothy
Ἔραστον	Erastus
Ἀσίαν	Asia
Δημήτριος	Demetrius
Ἀρτέμιδος	Artemis
Ἀρτέμιδος	of
Ἐφέσου	Ephesus
Ἐφέσου	in
Ἀσίας	Asia
Ἀσίας	of
Παῦλος	Paul
Ἀρτέμιδος	Artemis
Ἀσία	Asia
Ἄρτεμις	Artemis
Γάϊον	Gaius
Ἀρίσταρχον	Aristarchus
Μακεδόνας	Macedonians
Παύλου	Paul
Παύλου	of
Παύλου	Paul
Ἀσιαρχῶν	Asiarchs
Ἀσιαρχῶν	of
Ἀλέξανδρον	Alexander
Ἀλέξανδρος	Alexander
Ἄρτεμις	Artemis
Ἀρτέμιδος	Artemis
Ἀρτέμιδος	of
Δημήτριος	Demetrius
Παῦλος	Paul
Μακεδονίαν	Macedonia
Ἑλλάδα	Greece
Συρίαν	Syria
Μακεδονίας	Macedonia
Σώπατρος	Sopater
Θεσσαλονικέων	Thessalonica
Θεσσαλονικέων	from
Ἀρίσταρχος	Aristarchus
Σεκοῦνδος	Secundus
Γάϊος	Gaius
Τιμόθεος	Timothy
Ἀσιανοὶ	Asia
Ἀσιανοὶ	from
Τύχικος	Tychicus
Τρόφιμος	Trophimus
Τρῳάδι	Troas
Φιλίππων	Philippi
Τρῳάδα	Troas
Παῦλος	Paul
Εὔτυχος	Eutychus
Παύλου	Paul
Παῦλος	Paul
Ἆσσον	Assos
Παῦλον	Paul
Ἆσσον	Assos
Μιτυλήνην	Mitylene
Χίου	Chios
Σάμον	Samos
Μίλητον	Miletus
Παῦλος	Paul
Ἔφεσον	Ephesus
Ἀσίᾳ	Asia
Ἱεροσόλυμα	Jerusalem
Μιλήτου	Miletus
Ἔφεσον	Ephesus
Ἀσίαν	Asia
Ἕλλησιν	Greeks
Ἕλλησιν	to
Ἰησοῦν	Jesus
Ἰερουσαλὴμ	Jerusalem
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Παύλου	Paul
Κῶ	Cos
Ῥόδον	Rhodes
Πάταρα	Patara
Φοινίκην	Phoenicia
Κύπρον	Cyprus
Συρίαν	Syria
Τύρον	Tyre
Παύλῳ	Paul
Ἱεροσόλυμα	Jerusalem
Τύρου	Tyre
Πτολεμαΐδα	Ptolemais
Καισάρειαν	Caesarea
Φιλίππου	Philip
Φιλίππου	of
Ἰουδαίας	Judea
Ἅγαβος	Agabus
Παύλου	Paul’s
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλήμ	Jerusalem
Παῦλος	Paul
Ἰερουσαλὴμ	Jerusalem
Ἰησοῦ	Jesus
Ἱεροσόλυμα	Jerusalem
Καισαρείας	Caesarea
Μνάσωνί	Mnason
Μνάσωνί	to
Κυπρίῳ	Cyprus
Κυπρίῳ	of
Ἱεροσόλυμα	Jerusalem
Παῦλος	Paul
Ἰάκωβον	James
Μωϋσέως	Moses
Παῦλος	Paul
Ἀσίας	Asia
Ἰσραηλῖται	Israelite
Ἕλληνας	Greeks
Τρόφιμον	Trophimus
Παῦλος	Paul
Παύλου	Paul
Ἰερουσαλήμ	Jerusalem
Παῦλον	Paul
Παῦλος	Paul
Παῦλος	Paul
Ταρσεὺς	Tarsus
Ταρσεὺς	from
Κιλικίας	Cilicia
Κιλικίας	in
Παῦλος	Paul
Ταρσῷ	Tarsus
Κιλικίας	Cilicia
Κιλικίας	in
Γαμαλιὴλ	Gamaliel
Γαμαλιὴλ	of
Δαμασκὸν	Damascus
Ἰερουσαλὴμ	Jerusalem
Δαμασκῷ	Damascus
Σαοὺλ	Saul
Σαούλ	Saul
Ἰησοῦς	Jesus
Ναζωραῖος	Nazarene
Δαμασκὸν	Damascus
Δαμασκόν	Damascus
Ἁνανίας	Ananias
Σαοὺλ	Saul
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλήμ	Jerusalem
Παῦλος	Paul
Παῦλος	Paul
Παῦλον	Paul
Παῦλος	Paul
Ἁνανίας	Ananias
Παῦλος	Paul
Παῦλος	Paul
Παῦλος	Paul
Σαδδουκαίων	Sadducees
Φαρισαίων	Pharisees
Φαρισαῖός	Pharisee
Φαρισαῖός	a
Φαρισαίων	Pharisees
Φαρισαίων	of
Φαρισαίων	Pharisees
Σαδδουκαίων	Sadducees
Σαδδουκαῖοι	Sadducees
Φαρισαῖοι	Pharisees
Φαρισαίων	Pharisees
Φαρισαίων	of
Παῦλος	Paul
Ἰερουσαλήμ	Jerusalem
Ῥώμην	Rome
Παῦλον	Paul
Παῦλον	Paul
Παύλου	Paul’s
Παύλῳ	Paul
Παύλῳ	to
Παῦλος	Paul
Παῦλος	Paul
Παῦλον	Paul
Καισαρείας	Caesarea
Παῦλον	Paul
Φήλικα	Felix
Κλαύδιος	Claudius
Λυσίας	Lysias
Φήλικι	Felix
Παῦλον	Paul
Ἀντιπατρίδα	Antipatris
Καισάρειαν	Caesarea
Παῦλον	Paul
Κιλικίας	Cilicia
Ἡρῴδου	Herod
Ἡρῴδου	of
Ἁνανίας	Ananias
Τερτύλλου	Tertullus
Παύλου	Paul
Τέρτυλλος	Tertullus
Φῆλιξ	Felix
Ναζωραίων	Nazarenes
Ναζωραίων	of
Παῦλος	Paul
Ἰερουσαλήμ	Jerusalem
Ἀσίας	Asia
Φῆλιξ	Felix
Λυσίας	Lysias
Φῆλιξ	Felix
Δρουσίλλῃ	Drusilla
Παῦλον	Paul
Χριστὸν	Christ
Ἰησοῦν	Jesus
Φῆλιξ	Felix
Παύλου	Paul
Φῆλιξ	Felix
Πόρκιον	Porcius
Φῆστον	Festus
Φῆλιξ	Felix
Παῦλον	Paul
Φῆστος	Festus
Ἱεροσόλυμα	Jerusalem
Καισαρείας	Caesarea
Παύλου	Paul
Ἰερουσαλήμ	Jerusalem
Φῆστος	Festus
Παῦλον	Paul
Καισάρειαν	Caesarea
Καισάρειαν	Caesarea
Παῦλον	Paul
Ἱεροσολύμων	Jerusalem
Παύλου	Paul
Καίσαρά	Caesar
Φῆστος	Festus
Παύλῳ	Paul
Παύλῳ	to
Ἱεροσόλυμα	Jerusalem
Παῦλος	Paul
Καίσαρος	Caesar
Καίσαρος	of
Καίσαρα	Caesar
Καίσαρα	to
Φῆστος	Festus
Καίσαρα	Caesar
Καίσαρα	to
Καίσαρα	Caesar
Ἀγρίππας	Agrippa
Βερνίκη	Bernice
Καισάρειαν	Caesarea
Φῆστον	Festus
Φῆστος	Festus
Παῦλον	Paul
Παῦλον	against
Φήλικος	Felix
Ἱεροσόλυμα	Jerusalem
Ἰησοῦ	Jesus
Παῦλος	Paul
Ἱεροσόλυμα	Jerusalem
Παύλου	Paul
Καίσαρα	Caesar
Ἀγρίππας	Agrippa
Φῆστον	Festus
Ἀγρίππα	Agrippa
Βερνίκης	Bernice
Φήστου	Festus
Παῦλος	Paul
Φῆστος	Festus
Ἀγρίππα	Agrippa
Ἱεροσολύμοις	Jerusalem
Ἀγρίππα	Agrippa
Ἀγρίππας	Agrippa
Παῦλον	Paul
Παῦλος	Paul
Ἀγρίππα	Agrippa
Ἱεροσολύμοις	Jerusalem
Φαρισαῖος	Pharisee
Φαρισαῖος	a
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ναζωραίου	Nazarene
Ἱεροσολύμοις	Jerusalem
Δαμασκὸν	Damascus
Σαοὺλ	Saul
Σαούλ	Saul
Ἰησοῦς	Jesus
σατανᾶ	Satan
σατανᾶ	of
Ἀγρίππα	Agrippa
Δαμασκῷ	Damascus
Ἱεροσολύμοις	Jerusalem
Ἱεροσολύμοις	in
Ἰουδαίας	Judea
Ἰουδαίας	of
Μωϋσῆς	Moses
χριστός	Christ
Φῆστος	Festus
Παῦλε	Paul
Παῦλος	Paul
Φῆστε	Festus
Ἀγρίππα	Agrippa
Ἀγρίππας	Agrippa
Παῦλον	Paul
Χριστιανὸν	Christian
Χριστιανὸν	a
Παῦλος	Paul
Βερνίκη	Bernice
Ἀγρίππας	Agrippa
Φήστῳ	Festus
Φήστῳ	to
Καίσαρα	Caesar
Καίσαρα	to
Ἰταλίαν	Italy
Παῦλον	Paul
Ἰουλίῳ	Julius
Ἀσίαν	Asia
Ἀριστάρχου	Aristarchus
Μακεδόνος	Macedonian
Μακεδόνος	a
Θεσσαλονικέως	Thessalonica
Θεσσαλονικέως	from
Σιδῶνα	Sidon
Ἰούλιος	Julius
Παύλῳ	Paul
Κύπρον	Cyprus
Κιλικίαν	Cilicia
Παμφυλίαν	Pamphylia
Λυκίας	Lycia
Λυκίας	in
Ἰταλίαν	Italy
Κνίδον	Cnidus
Κρήτην	Crete
Σαλμώνην	Salmone
Λασαία	Lasea
Παῦλος	Paul
Παύλου	Paul
Φοίνικα	Phoenix
Κρήτης	Crete
Κρήτης	of
Κρήτην	Crete
εὐρακύλων	northeaster
Καῦδα	Cauda
Σύρτιν	Syrtis
Παῦλος	Paul
Κρήτης	Crete
Παῦλε	Paul
Καίσαρί	Caesar
Ἀδρίᾳ	Adriatic
Ἀδρίᾳ	Sea
Παῦλος	Paul
Παῦλος	Paul
Παῦλον	Paul
Μελίτη	Malta
Παύλου	Paul
Ποπλίῳ	Publius
Ποπλίου	Publius
Ποπλίου	of
Παῦλος	Paul
Διοσκούροις	twin
Διοσκούροις	with
Διοσκούροις	gods
Διοσκούροις	Castor
Διοσκούροις	and
Διοσκούροις	Pollux
Συρακούσας	Syracuse
Ῥήγιον	Rhegium
Ποτιόλους	Puteoli
Ῥώμην	Rome
Ἀππίου	Appius
Ἀππίου	of
Παῦλος	Paul
Ῥώμην	Rome
Παύλῳ	Paul
Ἱεροσολύμων	Jerusalem
Καίσαρα	Caesar
Καίσαρα	to
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰουδαίας	Judea
Ἰησοῦ	Jesus
Μωϋσέως	Moses
Μωϋσέως	of
Παύλου	Paul
Ἠσαΐου	Isaiah
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Δαυὶδ	David
Δαυὶδ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ῥώμῃ	Rome
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἕλλησίν	Greeks
Ἕλλησίν	to
Ῥώμῃ	Rome
Ἕλληνι	Greek
Ἕλληνι	to
Ἕλληνος	Greek
Ἕλληνος	of
Ἕλληνι	Greek
Ἕλληνι	to
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἕλληνας	Greeks
Ἰησοῦ	Jesus
Ἰησοῦ	in
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	in
Ἀβραὰμ	Abraham
Ἀβραὰμ	Abraham
Ἀβραὰμ	Abraham
Δαυὶδ	David
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἀβραάμ	Abraham
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἀβραάμ	Abraham
Ἀβραάμ	of
Σάρρας	Sarah’s
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἀδὰμ	Adam
Μωϋσέως	Moses
Ἀδὰμ	Adam
Ἀδὰμ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστὸς	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστὸς	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	with
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Χριστοῦ	Christ
Ἰσραηλῖται	Israelites
Χριστὸς	Christ
Ἰσραὴλ	Israel
Ἰσραήλ	Israel
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἰσαὰκ	Isaac
Σάρρᾳ	Sarah
Ῥεβέκκα	Rebecca
Ἰσαὰκ	Isaac
Ἰακὼβ	Jacob
Ἠσαῦ	Esau
Μωϋσεῖ	Moses
Μωϋσεῖ	to
Φαραὼ	Pharaoh
Φαραὼ	to
Ὡσηὲ	Hosea
Ἠσαΐας	Isaiah
Ἰσραήλ	Israel
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἠσαΐας	Isaiah
σαβαὼθ	hosts
σαβαὼθ	of
Σόδομα	Sodom
Γόμορρα	Gomorrah
Ἰσραὴλ	Israel
Σιὼν	Zion
Χριστὸς	Christ
Μωϋσῆς	Moses
Ἰησοῦν	Jesus
Ἕλληνος	Greek
Ἠσαΐας	Isaiah
Χριστοῦ	Christ
Χριστοῦ	about
Ἰσραὴλ	Israel
Μωϋσῆς	Moses
Ἠσαΐας	Isaiah
Ἰσραὴλ	Israel
Ἰσραηλίτης	Israelite
Ἰσραηλίτης	an
Ἀβραάμ	Abraham
Ἀβραάμ	of
Βενιαμίν	Benjamin
Βενιαμίν	of
Ἠλίᾳ	Elijah
Ἰσραήλ	Israel
Βάαλ	Baal
Βάαλ	to
Ἰσραήλ	Israel
Δαυὶδ	David
Ἰσραὴλ	Israel
Ἰσραὴλ	to
Ἰσραὴλ	Israel
Σιὼν	Zion
Ἰακώβ	Jacob
Χριστῷ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστὸς	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἠσαΐας	Isaiah
Ἰεσσαὶ	Jesse
Ἰεσσαὶ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστὸς	Christ
Ἰερουσαλὴμ	Jerusalem
Ἰλλυρικοῦ	Illyricum
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Σπανίαν	Spain
Ἰερουσαλὴμ	Jerusalem
Μακεδονία	Macedonia
